id,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037
REEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF23,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF24,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF27,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF28,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF29,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF33,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF34,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF35,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF36,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF37,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF38,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF39,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF40,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF41,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF42,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF43,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF44,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF48,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF49,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF50,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF51,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF52,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF53,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF54,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF55,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF56,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF57,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF58,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF59,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF63,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF64,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF65,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF66,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF67,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF68,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF69,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF70,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF71,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF72,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF73,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF74,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF78,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF79,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF80,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF81,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF82,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF83,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF84,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF85,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF86,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF87,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF88,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF89,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF93,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF94,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF95,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF96,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF97,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF98,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF99,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF100,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF101,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF102,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF103,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF104,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF108,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF109,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF110,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF111,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF112,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF113,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF114,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF115,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF116,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF117,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF118,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF119,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF123,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF124,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF125,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF126,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF127,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF128,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF129,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF130,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF131,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF132,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF133,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF134,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF138,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF139,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF140,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF141,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF142,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF143,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF144,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF145,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF146,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF147,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF148,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF149,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF153,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF154,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF155,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF156,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF157,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF158,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF159,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF160,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF161,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF162,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF163,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF164,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF168,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF169,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF170,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF171,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF172,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF173,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF174,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF175,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF176,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF177,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF178,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF179,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF183,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF184,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF185,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF186,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF187,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF188,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF189,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF190,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF191,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF192,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF193,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF194,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF198,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF199,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF200,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF201,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF202,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF203,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF204,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF205,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF206,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF207,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF208,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF209,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF213,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF214,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF215,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF216,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF217,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF218,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF219,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF220,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF221,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF222,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF223,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF224,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF228,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF229,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF230,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF231,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF232,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF233,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF234,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF235,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF236,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF237,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF238,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF239,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF243,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF244,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF245,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF246,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF247,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF248,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF249,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF250,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF252,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF253,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF254,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF258,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF259,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF260,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF261,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF262,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF263,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF264,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF265,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF266,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF267,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF268,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF269,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF273,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF274,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF275,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF276,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF277,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF278,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF279,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF280,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF281,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF282,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF283,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF284,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF288,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF289,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF290,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF291,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF292,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF293,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF294,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF295,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF296,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF297,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF298,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
REEF299,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REEF301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
REEF302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
REEF303,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
REEF304,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
REEF305,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
REEF306,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
REEF307,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
REEF308,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
REEF309,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
REEF310,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
REEF311,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
REEF312,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
REEF313,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
